label,text
joy,@Jen_Lee @mostlymartha @edotwoods we just found thin mints in a freezer clean. i couldn't be more elated.
fear,Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS 😁and pick up my new flat keys #anxiety
optimism,@DRUDGE_REPORT @FoxNews good thing the FBI didn't offend them!
joy,@eclecticbrotha Thanks, big bro. It's shake and bake and you helped.
anger,@Pharah_Amari [Reyes snarled in frustrated anger, steel claws flexing dangerously. But she uttered those damning words, it seems to snap --
sadness,@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later #sad #protest #PoliceShootings #suggestions
joy,You head north and arrive at a breezy cave. It smells sweet. You glance at your watch; you're running 15 minutes late.
anger,A little nose irritation and a little more chills on my body. I'm so not into flu, into flu, into flu #FallSongs
fear,People’s deepest passions often scare them too much to admit, even to themselves.
anticipation,cluck cluck cluck, wolf wolf wolf , chirp chirp chirp is all I ever hear.
joy,@laura221b I've left it for my dad to deal with 😂 My work is done as soon as it's felt the wrath of my slipper 😷
sadness,not near my kitchen so unfortunately I cannot do a cooking snap series 🍳
surprise,I'm so confused by the new American horror story 😩
joy,@BraveHermione_ + and gives it to hear] 'Please.. I can tell you anything if you want to listen. maybe you're dont afraid anymore of me +
joy,Clash of the titans and wrath of the titans 🙌🏾🙌🏾🙌🏾 🔥
surprise,#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz #shake
joy,Watch this amazing live.ly broadcast by @brooks_swaggysquad #lively #musically
sadness,A .500 season is all I'm looking for at this point. #depressing #royals
sadness,@CrystiCaro yeah agree - I think it was a family member and they covered up #sad
sadness,i am le depressed i l hate myself xDDdD #sad #depress #loner #emo
anger,Just saw lil homie @NICKMERCS rage on cam.  Weren't roids a thing in the late 90's or has it come back? I'm lost...
joy,Catering channel's at the height technics hearty enjoyment symptomatize: vrlfEyrN
optimism,Dear Indians..It is hard to swallow this but for once try to swallow this bitter pill...that is.. Pakistan is number one in Test cricket!!!
fear,My roommate talks and laughs in her sleep. It never fails to scare the shit out of me. 🙅🏽😳
fear,About 7 weeks till I can pick up my camera again. Though I think there is a group cemetery shoot in october I can make! #photography #horror
fear,Paranoia is a fear every races has
sadness,The weather sure matches the mood in this state today.. #gloomy
joy,@Y2JaKe85 yessir. Also cheering for Sweden bc of Lundqvist
sadness,The bowl on my new food processor broke, @Cuisinart. #sadness.
joy,So far ours greet have raised £250 for @HGatChristmas with more to come in #sparkling @CllrJohnFox @simoncotton69
joy,@BrianaBanksxoxo I send ya a few #playful nibbles 😉
pessimism,@AliceGoodman17 i dunno, I'm getting less of the spacious lovely autumnal melancholy from our present apocalypse
anger,@easyJet Hi folks. Flight is going to be over an hour late departing from INV (EZY864), how do we go about getting a refund please? 
joy,81' Goal scorer Vidar Kjartansson comes off in favor of Dor Micha! Another terrific performance by @Vidarkjartans #YallaMaccabi
anticipation,We're all in D. T. (Discipleship training or detox) for something. #messy  #cutoff #choosefreedom #CryOut16
sadness,@BoJackHorseman if your depressed and somebody calls you long faced will you still automatically take umbrage?
joy,3:45am and off to the hospital! Elouise's waters have gone!  #Labour #LittleSister #superexcited
joy,@thetwattickla @NottRihanna lol no it's sparkling wine
fear,Argh a big wasp buzzing between my blinds and my window. Halp! #wasp #evil #buzz 
joy,@MillieetylerX I thought everyday was a glee day??
sadness,@thatsabingo grim really
optimism,You have a #problem? Yes! Can you do #something about it? No! Than why #worry
optimism,@CazuaL_WeaR @ScottInSC looks like a book shaped like a gun to me #optimism #itsagunalright
pessimism,236:416 While she was in her dull and sleeping hour,\nA crew of patches, rude mechanicals,\n#AMNDBots
optimism,Indignation: [whispers to date during that terrific Lerman/Letts centerpiece scene] That's his overwhelming sense of indignation.
anticipation,6 might be a serious number, but 10 sounds better. Wild card race!!
sadness,@KingJames @chrisbosh\n To good hearts I lost my job I'm Responsible 2 families My Information in profile even dollar if can’t just Re-tweet
sadness,@TaylaStJames it happens and Vegas isn't the only origin thats prevelant #sadly
disgust,@JohnVerdejo Mannn I can't count how many times I've had the '#PR's power grid needs some serious updating' conversation...
fear,@The_East_End And the air raid alarm was actually false.  There was no attack inbound at the time.
sadness,@Jay_2752 thank you, I shall mourn her
joy,@Chr1sMcLaughlin he's brilliant, lost the joyous plot with us that year. Admits being a fan now after that.
sadness,penny dreadful just cleaved off a fraction of my heart
joy,It was very hard to stifle my laughter after I overheard this comment. It really is amazing in the worst ways.
anger,@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? 
joy,@DavuuWart this is hilarious !!
sadness,@TheVulcanSalute , just saw the Save The Day PSA. Why were you in obvious tears doing it? I'd have thought you'd be your cheerful self.
sadness,My prayers are with the family, friends &amp; members of @VCFD  as you mourn the loss of Engineer Ryan Osler. #LODD #RIP
fear,Why does having anxiety drain some much of your energy  #sotired #needtosleepforhours
joy,A decent sleep makes Kurt a happy soldier. Spit &amp; polish the converse men. chests out and baseball caps at a jaunty angle.
fear,@LmRyle @tomcolicchio @realDonaldTrump @HillaryClinton @ajjaffe I understand your concerns but look at her foundation contributions #worry
joy,Standard Candice starting the show with a pout #startasyoumeantogoon #GBBO
anger,@HuffPostUK  NO greater wrath than a woman scorned.
fear,Don't wanna really go out but I can't say no. Deffo have a fear of missing out
sadness,18' \nMichael Carrick as struck the back of the net much to the delight of under pressure man u fanz and MOU...
joy,Literally dying &amp; living at the same time as I catch up on @adrian_ver 's twitter. If you aren't following him your life is BASIC. #hilarity
fear,@corruptmelon now im feeling the #worry
optimism,When's it all finished, you will discover that it was never random! #thoughts  #CrossoverLife
fear,@HillaryClinton evidently @realDonaldTrump feels above #norms. SHOW the #tax return, if you have nothing to #fear
joy,@chencouture LMAO Is it that 'so slutty' hater girl? That video was hilarious. 😂
joy,It's simple I get after two shots of espresso 'Grande, decaf, 130 degrees soy americano with extra foam' #barista 
joy,@FraserKeegan just had a steak pie supper 
sadness,From what I know of the man, I have to assume that @realDonaldTrump has had a heated argument with his own penis. #sad
joy,I took a yr off school and I'm proud to say I got accepted again, yo girl is going to finish! #happy
sadness,Dear everyone at HSSU, stop walking with your phones up so I can smile and wave at you and you can smile and wave back :(
joy,Val reminds me of one of the cheerful witches that looks after Aurora in Disney’s Sleeping Beauty. #GBBO
fear,Whenever you are confronted by a wild animal or hostile individual remember that they can smell #fear or the fact you #poop your pants.
fear,anxiety level- 100
joy,He's mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees #offense
fear,The #movie Vantage Point makes my palms sweat EVERY time I watch it!!! #nervous 😥😥
sadness,When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know
joy,Watch this amazing live.ly broadcast by @izzybuzy365 #lively #musically
optimism,Do not despise the Lord ’s #discipline, do not #resent his rebuke, because the #Lord disciplines those he loves... #Proverbs 3:11-12
joy,Close to the end of a revision...taking this story I love in a new direction has been exhilarating for me. #endlesspossibilities #amwriting
anticipation,@AaronRodgers12 You will tell people not to  panic. But let see when was the last year the best QB in the NFL got his team in the SB???
fear,I have serious separation anxiety 😭😭💔
joy,@HytheHighborne -Sylvia was elated to receive kisses from the little prince, her bright smile clear as she glanced to Garrett and Elyse- --
joy,myself that despite the absolute delight my children and I would feel having a kitten in our home, the misery my husband would feel is more.
joy,Best quote from a 7 in German - Almost 
sadness,At my age all I see is gray. Is it gray because of my bad eyes or my perspective #depression  #healingjustice
anger,@GuardianAus @guardian because there is a realistic probability that a clown might be their next president. #clown #uspol 
optimism,The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov  #quote
joy,Anyway I'm in a car with a furious white men and I have a really funny story to tell when I'm sober 😂
sadness,My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color #sad
surprise,Rear garden alarm activated  at Telford house at 106.4.
joy,#rocklandcounty get to ravis in suffern, ny. Great food, new #chef, terrific atmosphere. Say 'twitter' to server and get free #appetizer
optimism,don't give someone power by letting their words offend you
disgust,@jessespector @nasboat old rich white religious guy supports republicans. Not shocking at all.
fear,@russian906 @kingerpag @dannewton1978 Of have a suspicion it was @lct1975 you know!!
sadness,I don't think I can go to work tomorrow since val has left #GBBO I need a day to mourn
fear,@Its_just_Huong I will beat you !!! Always thought id be gryffindor so this is a whole new world for me 😨😨😨 #excited #afraid
optimism,People will talk, words will sting, but how you handle that is what differs you from them. Be like them or change the culture?#BeDifferent
joy,Watch this amazing live.ly broadcast by @evanhufferd  #musically
sadness,It's my last week at CN! I'm gonna be sad to leave, but this will also be my first planned break since going into animation!
optimism,Do not be discouraged by a slowing sales market. This will test your business model and pinpoint #strengths and #weaknesses.' @Ken_Dunn
disgust,@BigBossPeltonen \nLikewise #death #cutting 
anger,@jwolfie_ why you gotta use the dark skin emoji #offended
optimism,#2 complained then while his head and then called do not despair of God's mercy if you did sins go back to him and ask his forgiveness
optimism,#Taurus, for the most part, you have perfect control over your Emotions and you are careful not to be so sulky around anyone!
fear,think they re dating guys #nervous #bodybuilding #with #Follow4Follow megaphone xxx number Nierstein
sadness,Can I just sulk in peace 😂
fear,petrify  me in the fossil type of way
sadness,@chelseafc let them know it's the #blues
sadness,@JessiMcCree Gabriel would eventually start frowning, gaining conciousness. Which was apparently really painful by how tears formed in the--
sadness,I'm a shy person
fear,Editing a father of the bride speech. At 3 minutes in she tells him to wrap it up. He goes on for 12 more minutes. #nightmare
sadness,@rickygervais my first time in Slough so checked out the new station floor #sad #LifeOnTheRoad
surprise,Why did Alex just growl at me.. 😂😂😂
joy,Lets get this Astros/A's game going already!  We're going to need all 5 of you in attendance to cheer the A's to victory!
anticipation,snap music kept me from running into traffic 2005-2007.
anticipation,and naoto nod she also like tha bands. but she also frown. 'Will the bands 'Papa Roach' be at concert...?'
anticipation,Are belittling kitty straight a service? provoke lift aboard!: Wycelv
anger,@sippycoups if it hurts too much to eat, i read somewhere that marshmallows are good bc they are soft and don't irritate
joy,So Rangers v Celtic ll 
optimism,🍃When #life shows you have a hundred reasons to cry, show it that you have a hundred and one reasons to #smile. 🍃 #quotes @Mind_Console
anticipation,@01Starblazer 9 -9 vs Atlanta this yr, 2 - 11 vs Rockies and DBacks this yr. That's a combined 11 - 20 vs 3 atrocious teams in NL 
sadness,@metalAndTheGeek @astoldbyfANGIRL SAME! I always say it was the best time of my life. I closed my store down and it was so depressing
disgust,every time a new Anthony Weiner revelation breaks, Bill Clinton says a prayer of thanks that texting/DMing didn't exist in his heyday.
joy,#LethalWeapon A suicidal Vet with PTSD... so FUCKING FUNNY.... let the hilarity begin...
disgust,@MarkTOByrne I offered @WholeFoods @amazon @CheapAir gold or silver but they said Nah... #bitcoin 
sadness,Quinn's short hair makes me sad. #glee
joy,@Senpai_Vanilla This would be the height of hilarity, were it not for the fact that the adult swan is highly likely to attack.
joy,Sioux Valley wins home competitive #cheer invite with a score of 158. ...Dell Rapids second at 138
joy,#twd comes on soon #happy
sadness,Interesting topic this evening...  sadness &amp; low mood. #MHChat
sadness,@Hayles_101 The three R's depress me.
joy,Watching Avatar and wondering why I took so long to watch this *collapses in a joyous heap*
anticipation,Aberdeen st Johnstone, let's see who can punt it the furthest 
joy,At 12:01, Tumblr became sentient. At 1.:02, Tumblr posted gn animated gif about it. At 12:03, Tumblr shipped itself.
anger,@ColinOccupantz @JasnaBadzak @proremain and there was I thinking #UKIP were a party of angry old men - how wrong can you be!
joy,The T.I / Shawty Lo beef is one of the more underrated ones in hip-hop history. Chock-full of wit, bravado and hilarity.
pessimism,Meanwhile, the so-called M’s fans sit there knitting or sleeping not sure which but they certainly aren’t cheering like the other teams fans
sadness,@TNFryed Jesus, you just made think that of all the Vols v fl games I've seen. I've never seen a win. #depression
joy,On the last episode of #MakingAMurderer poor Brendan glad they #appeal it  #crime #documentary #reallife
joy,Look what we have available in store now!!!\n\nLiquid incense for those who can't burn sticks or cones or have smoke in they home!!!!
joy,Nutella is pine green forget me nots are ivory frozen is god
fear,Part of debunking #panic is the idea that either a physical symptom, negative thought, or a behavior begins the vicious cycle. #CBTWORKS
fear,@MS_Hiddle_Batch no the flavour of Danish is far better but Danish pastry can be daunting to make!
joy,@amstrado_CPC @ShittySUFanart the single tear is him being joyous that he's deleted the monster that has brought generations of despair
sadness,Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe 
joy,Watch this amazing live.ly broadcast by @its.finfin #lively #musically
disgust,Congrats to #Nicole #bb18 ... Fix that nose now 😒💁🏻 #bitter #petty
anticipation,Am a very old person I can't handle some stuff....lol I just left her there.... Get back to me when you're sober
fear,There goes the butterflies in my stomach. #nervous #anxietyproblems
joy,@WellerMonica Hi Monica, I write regularly for @ctysmallholding  - but not on bees - never dared try them #buzz  #HONEY
fear,Some #people already talks about #Halloween \nYou'll get some #dark #music to go with it\n#gothic #bloody #HalloweenHorrorNights
sadness,My life went from happy to unhappy..
anger,What a fucking muppet.  @jRwild1 #fuming #stalker.
sadness,@mattwruff sadly there is constitutional RIGHT to have abortion. Yet there is constitutional RIGHT to life. Safety net protects those rights
joy,Lmboo , using my nephew for meme 
joy,@hotelplanner I stayed at a hotel who  packed picnic lunches to take on the road!! #BetterTogether @Redlizzy1 @NewfieChic @Ladybug_Vic
sadness,False alarm, she's not coming out today 😞
joy,@wahrbear @marinarchy @diam0ndsapph1re There is some hilarity in someone who is literally openly anti-science calling others anti-science.
optimism,Lord Jesus, I don’t want to be in prison. I want to be free. Entice my heart with the beauty of Your truth &amp; allow me to rejoice in it. Amen
anticipation,At my funeral, when they close the casket, I want them to play, 'Call recording has completed.'' -@GlenEwing #lost #podcasting #talkshoe
surprise,@britishairways term 5 security queues at arrivals #shocking
fear,#India is sponsoring terrorism in #Balochistan. #KulbhushanYadav an Indian spy agent was arrested in Balochistan by Pakistani forces.
sadness,There will be no #gaming video today. An old friend of mine passed last night, so I'm taking some time to grieve. Thank you #StandUpToCancer
sadness,Im kind of confused.  The one thing i do right now has a great future, but on the other hand so does the new thing . #lost #needhelp
optimism,@TheBarmyArmy all the optimism...
joy,snap: hiAleshia 😃
disgust,Had a coworker look at her phone and say, cheerfully, 'oh look, Kap's getting death threats now.' 🙄. Then she goes to say the 49ers are
joy,@PeanutRD @MelissaJoyRD @SarahKoszykRD @eat4performance @rustnutrition @jenhaugen  hey #sparkling is the word I just picked 4 my biz card
sadness,Flight 815 crashed on The Lost Island 2004 #lost @JoshuaJThurston
joy,@1xfly you sir are hilarious
fear,#Everything you've ever wanted awaits you on the other side of #fear . #IfIWasTheOppositeSex #AskAMan
anger,@vkon1 @WindyCOYS by all accounts he was poor first half. Started showboating once game was safe 
anger,Method into thin out assault corridor thine liveliness: cHd
fear,Celtic sure know how to send a wild shiver down your spine
anger,@VodafoneUKhelp @VodafoneUK wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! #swines  #con!
anger,@RichardHBell Yes, I think he held a grudge ...
optimism,#Never be #afraid to #start over, it's a #new #chance to #rebuild what you want! 🔨🔩🏢
joy,Manchester United v Manchester City #happy days #EFL
fear,@Twitch how do I stop that horror movie themed commercial? Suddenly hearing screams is really not making me want to watch twitch. #anxiety
joy,@Zerfash — can't wait.' She said cheerfully and grinned.
joy,Google caffeine-an sprightly lengthening into the corridor re seo: WgJ
anger,3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys?  #customerservice #2hour #waittime
surprise,@eugenelaverty @WorldSBK all the best Moto GP is loosing a very talented rider #shocking
fear,@Jchawes What is your favorite #horror movie? #ghosthunters
sadness,Don't wanna go to work but I want the money #sad
fear,We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime #horror #game
joy,Bring back the heyday #NominateBunkface
fear,@curlygirlmimi guess is cause you small and girly. I dunno how this works.. I did frighten though.. She's. A big'un
sadness,This has been the most depressing week full of rain ever lol
joy,@TChudhry @fasiranjha lol @ ur caste. even if the whole village dies.. a massali like you cant be a chaudhry:) so cheer up massali :)
fear,-normal people scare me*
anger,@LethalWeaponFOX promised I wouldn't live tweet, but  @DamonkWayans + @ClayneCrawford brought it! @JordanaBrewster and #furious action FTW!
joy,Getting my comedic relief w/ @SofiaVergara during season premiere of #ModernFamily. Just what a girl needs! #hilarious
anger,@Bungie spent over 2 fucking hours and still can't get that dam SIVA fragment on Fellwinters peak mountain #angry
joy,@stackee Charlie attempted to suffocate me with a cushion for cheering so much at the great news 😂😂
fear,@frecklybellamy the walking dead, mr robot, american horror story, merlin
joy,What an exhilarating last minute of overtime #WCH2016
fear,second episode of AHS 6 here i go #panic
sadness,It's just the lack of company and liveliness out here that makes me bored.
surprise,incredible that anthony weiner has been caught chasing a busty milkmaid across a park at double speed while jaunty music plays
disgust,@ByeKandace can't cheer for a jigaboo
sadness,It's interesting the photo of Mono Lisa is crying as well as the whole scene is very depressing #ELE6200
optimism,not going to waste my energy holding a grudge against someone who wasnt even in my life a year XD \ntime to release those feelings of dislike
sadness,@khloe_speaks sad music
joy,@dee5479 Electro Set was pure enjoyment &amp; exhilarating, captivating, &amp; Poetic, Raw, exciting ..,
joy,Today I answered a call from a college rep who didn't realize I did, and I got to hear part of his lively debate about if evolution is real.
anger,If angry, bash out your frustration on the pastry #GBBO
optimism,“We can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the #light.”–Plato
joy,Ooh #hygge, candles, jasmine tea &amp; #GBBO 
anticipation,@Cardschatter now that the Bills have a new offense of Cordinator do you think it's more difficult for the @AZCardinals to  game plan?
optimism,A shy failure is nobler than an immodest success.
optimism,Don't ever grow weary doing good....Don't just see the headlines; look at the trend lines for hope.' @billclinton #CGI2016
fear,@Cernovich It's like the horror movie The Hills Have Eyes...
fear,He: u r beautiful\nShe:i hve a bf\n\nSame as \n\n#India :u guys r #terrorist\n#Pak:we have #nuclear #missiles.\n\n#IndianArmy #terror
fear,@dc_mma @ChampionsFight think shes afraid to fight Holly. One can only imagine what goes through her head when she thinks of Cyborg 
fear,Was actually just watching AHS while half covering my eyes #scared #Roanoke #nightmare #AHSRoanoke
fear,Round 2 #panic #pcola
disgust,@JustinRow10 madden is the reason why controllers are snapped
joy,Successful people always have two things on their lips #silence nd #smile smile to avoid problems nd silence to avoid the problems too
sadness,All the bright places :(
sadness,@eugenelaverty @WorldSBK all the best Moto GP is loosing a very talented rider 
sadness,I'm getting use to not having a phone it's sad ..
anger,@JuliaHB1 Bloody right 
pessimism,Maybe I can sleep with my chem book on my head and it will all sink in my brain
optimism,Somebody who has braved the storm is brewing. 
anger,@RiotzXVl papercuts sting and stub ur toe last for like 10 secs
fear,If I'm working and I know you're working., keep in touch with other woman cuz you make me nervous... #OffTop
surprise,Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised 
disgust,@GambieRanger @David__Osland which is why a leader who is encouraging his supporters to deselect is such a concern for many of us.
anger,if anyone spoils any of my fucking shows I will haunt you in the afterlife so help me god
anticipation,What if.... the Metro LRT went over the Walterdale?!?! 😂 #yeg 
joy,Forgot to bring extra boxers to the Y so Im currently commando at Starbucks. This is exhilarating. I feel more liberated than Angelina Jolie
joy,@RobdotThom @sulphurhoops in fact they need to start making all holidays! Maybe even e dry month pick a theme so we can have them all year
sadness,it's so breezy out today, i can't go to back to school night with bare legs like i've had all day
fear,#TerrorStatePak we r confirm that #navazsharif is post graduate distinction student of university of #terrorism. He can't spare himself.
anticipation,@BBCwaste I would imagine he'd shake them up a tad... @afneil
anticipation,@alicemazzy he was more partisan on social issues a few years back; now he just concern trolls the center left as Chait does the far left
fear,what to wear Friday \nspeaking in front of 100's. 
fear,If I could turn anxiety off--I would. #nooneunderstands #anxiety
anger,Trying to book holiday flights on @britishairways website is becoming a 
disgust,i used to think the fire detector going off at my old place when boiling water was bad but this one went off bc of DUST and wouldnt turn off
joy,The people that call in to POV on KX4 make my night. #hilarious
sadness,Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\n\n#TerranceCrutcher #truth #sad
joy,@LostGermain ' Want to have a spar?' The prince smiles and reaches for his hilt and his icy eyes keep on Aaron, a playful look in his eyes.
joy,One time I saw Rachel from glee tell someone their job was on a pole and I said that in 5th grade to a boy and he look confused
fear,@X_KIMTAEHYUNG_X \n— momentarily before it disappeared, only solemnity and anxiety lacing his features. \n\n'I ran out to get you before —
sadness,When your rewatching glee and break down in tears all over again. 😭😢 
fear,I stepped into the shower and my spidey senses tangled. I immediately looked up and saw a spider directly above my head. 
fear,Was actually just watching AHS while half covering my eyes #scared #Roanoke  #AHSRoanoke
joy,A 'non-permissive environment' is also called a 'battleground' - #MilSpeak #hilarious
anger,I just love it when people make plans for me without actually including me in this process #rage
anger,@AgentTinsley I believe that's what you call the fury of the righteous.
disgust,@Gibberman10 @ScottHoward42 any of y'all remember when MLB tried a futuristic jersey those were all #terrible
sadness,@yonahimes they never posted stuff like this?????\ni mean i was able to scroll over it so it wasnt a big deal but it was 
joy,Will WHU be old bill free by the time the game with Chelsea comes around? 😂 😂 😂\nThat will be lively to say the least\n#AFC
joy,My roommate: it's okay that we can't spell because we have autocorrect.  #firstworldprobs
optimism,The most important characteristic of leadership is the lack of . #activism #equity #revolution
joy,Benefit out exhilaration called online backing off: JkUVmvQXY
fear,She was so posh it frightened me. I'm still scared.
sadness,@TalesofanAlfa @David_Milloy \nI like your thinking...but sadly no - that's the shed 😢
anger,@Deadspin @Rlblack1Rob My guess is he's just a convenient target for misplaced anger.  What they're really mad at is how they played.
anger,@cameronNewton #colinkaepernick protests because of the unjust murder of #keithlamontscott in North Carolina #injustice #outrage #speakout
sadness,@ryyyshh story of my life. #lost
sadness,@JUSTICESLUT420 sadly this sort of poster died by the 90s afaik
fear,Trust me to lose my wallet and have to call Lifeguard &amp; Swimmers social early as VC @YSJFC #nightmare
sadness,someone explain female human beings to me, they're depressing me ._.
optimism,It is important to seek peace, even in the midst of a horrific war #CreateSyria  @intalert #TalkingPeace #buildingpeace
anger,I mean, is she supposed to seem joyous when she's talking Rodrigo Duterte, ISIS, the American economy, etc.? Think about what you're saying.
sadness,pressure does burst pipes 😭
joy,Vincent looking super lively boy... Hattrick perhaps lol
anger,#Azerbaijan #Baku Azerbaijan to prevent another Armenian provocation in Russia
optimism,If I were assured of your eventual destruction I would, in the interests of the public, cheerfully accept my own.' Sherlock Holmes
fear,Im not a #nervouswreck, Im a #nervous #pileup. #GoingCrazy #HelpMe #Insane #Antisocial
joy,@Cigna bows out for the moment. Rather than sulk, I'm going to @UCSF for an opinion from the guys studying #Oligodendroglioma. ✌️&amp; ❤️ &amp; 🍩's
fear,Caballero having a nightmare #sweeperkeepernot
joy,Val downing a bottle of vodka there to stop her from shaking! #GBBO
fear,3:45am and off to the hospital! Elouise's waters have gone! #panic #Labour #LittleSister #superexcited
anticipation,On @Varneyco/@FoxBusiness to talk latest on #Chelsea Bombing + #Ahmad_Khan_Rahami's trips to #Afghanistan/#Pakistan #tcot 
fear,Left my phone in Mcds #panic
joy,@steenfox I'm feeling the exact same way. Also I read this in Akon's voice, it provided me with a hearty chuckle
joy,@AMB4JC @drtonyevans It's our job, the job of people who r still sane,still ok in life, to help the lost to find themselves &amp; love eachother
fear,@MrsCassonC @15_jordyn WAS THERE A CLOWN IN YOUR NEIGHBORHOOD? #nightmare #creepy #EnoughIsEnough
joy,@DefiantSagacity — Hermione in a sort of thank you before sliding his own plate away from him before frowning at Ron as he continued to —
optimism,Happiness is a choice life isn't about pleasing everybody #ALDUB62ndWeeksary
joy,@Jake_Martin74 Oh and I play it capo 2nd fret in a G position RS
sadness,All the 'juniors' are now wearing purple at ollafest while I'm here fighting with my alarm about when I need to wake up for German #sadness
disgust,Insomniacs can't get sleep cuz they are too guilty about all the horrible shit they do. I'm a complete sociopath n sleep like a baby.
sadness,Finally watched #hungergamesmockingjay2 this morning, sadly I feel a little disappointed #toomuchhype
anger,If yiu don't respond .o an email within 7 days, you willxbe killed by an animated gif of the girl froa The Ri.g.
sadness,where broken hearted lovers do cry away their gloom
joy,It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #punny #hilarious #lol
sadness,@gurrie_j thanks for making me super sad about Pizza. #sad #freepizza
sadness,@ycfcnick the city is famous for the shambles, sadly the old street in the centre plays second fiddle to the stadium debacle nowadays!
joy,@wombletheballer well done bro😏 #blues #stategames #captain #shootthegerman
fear,@fatgirlhealthy @MBSCBILL ....so that what do to use violence and intimidation for a polictical agenda.; aka terrorism?
optimism,UPLIFT: If you're still discouraged it means you're listening to the wrong voices &amp; looking to the wrong source. Look to the LORD!
optimism,@govph I would like to know about the source of The President's optimism about running the country. I wonder if he can answer my curiosity.
sadness,Haven't been here a while, been watching lots of TV. Conclusion #whataloadoftat...if I wasn't depressed before afternoon TV is 
anticipation,@wholegrainne Sweden win + Finland win, or NA win + Finland win, NA win + Russia win + timebreakers shake down right
joy,Just got back from seeing @GaryDelaney in Burslem. AMAZING!! Face still hurts from laughing so much 
sadness,@rupindxr my heart actually sunk looooool I was so confused
joy,@CursedRoyal I chuckle and shake my head, 'No that didn't bug me too much. I was still going to ask you but there's a lot you still don't--
anticipation,@JTregManc it's fair to say he's been a bit timid compared to what I've been known to see from him
surprise,@Diana_Buds well, did she make you laugh with her panic mania or not??¿
fear,Check out @VovimPrgel - From Scotland #gamer #YouTuber #vlogger #designer #animator #artist. TY for following The Wake #horror #horrorfilm
sadness,I lost my blinders .... 
joy,Not by wrath does one kill, but by laughter.  Friedrich Nietzsche #friedrichnietzsche
joy,@KatelynKolsrud thanks mucho kate💕 #sober
joy,@StephaliciousD afternoon delight
joy,Being in the countryside all day was so pleasing
fear,I realized that it is not #death that I #fear but it is the act of dying. \n#life
optimism,Biggest joke in life? Kardashian and Jenner stans. Their lives are so dull, parents must be so proud.
joy,Listening to old school house music kentphonic-sunday showers 'hanging around' 'sing it back' #blues
sadness,@lucy_hyner @Soulboy2266 sadly not !! One less hour drinking time 😢🍻
pessimism,A pessimist is someone who, when opportunity knocks, complains about the noise #mikeshumor
anticipation,9/30 Howland Cultural Center, #BeaconNy Vickie Raabin &amp; Chris Raabe #blues #soul 8pm  @LocalMotionWVKR @hiddencitiesnyc 845-831-4988
anticipation,@_Kdddd drop some off at 1133 cheery
anticipation,Leveled at the half. Much better offense expected in the second half
joy,Hey @AppleSupport, would be nice to have “click to pause” or “pause when window inactive” on animated GIFs for macOS Messages app
joy,@OkashoHime + returned her joyous focus to the pastel-haired girl. 'Wawa's okay, tooooo~!' She squealed before raising her eyebrows at the +
disgust,The more videos @PanicAtTheDisco  post, the more i am convinced i might should not have done that  #Brendonati
optimism,@PeteSpencer007 Are you always so relentlessly positive? Your constantly cheerful optimistic disposition starts to grate after a while.
joy,@ofc_ALDUBQC Glad you gained some cheery vibes just by looking at our Happy Meal! 😊
joy,ok, ok.. I know.. my last tweet was 
anger,Is it me, or is Ding wearing the look of a man who's just found his arch enemy in bed with his missus? #angryman #scowl
sadness,@AceOperative789 no pull him afew weeks ago, sadly theres no game audio or sound affects cause i played it on my phone and tryed everything
anticipation,@flutterpolitely she is from the heyday 80's -could go either way, writing should be stronger but don't know who will be sacrificed first
anticipation,Transparency and openness ' is a dull sell for a fans group - want more verbs like buying, defending, building and securing.
anger,you are an angry glass of vodka
fear,If you think reason will prevail in this election remember that Hitler was elected by what was then a wholly 'reasonable' society. #fear
disgust,sparkling or still? #terribledebatequestions
disgust,@honevbee close up shots of my ugly mug as I continue to talk about Blaine years after glee has been dead
fear,Watching It Follows.  This is a super freaky movie.  #scary
joy,Watch this amazing live.ly broadcast by @paulzimmer  #musically
disgust,The bits that were cooked actual tasted ... no, ok, the cooked AND raw bits tasted awful. 5/5 hilarity, 1/5 taste, 0/5 safe to ingest
joy,@715d1\nI bought the Steam port of Vice City, and to my delight Billie Jean is on the soundtrack!
